	QID	label	geneID	proteinID	wikilink
10871	Q18032367	WNT10B	7480	Q21123958	https://en.wikipedia.org/wiki/WNT10B
10877	Q18032368	WNT11	7481	Q21120684	https://en.wikipedia.org/wiki/WNT11
10882	Q18032369	WNT2B	7482	Q21123977	https://en.wikipedia.org/wiki/WNT2B
10887	Q18032370	WNT9A	7483	Q21135915	https://en.wikipedia.org/wiki/WNT9A
10892	Q18032371	WNT9B	7484	Q21135920	https://en.wikipedia.org/wiki/WNT9B
10898	Q18032378	XBP1	7494	Q21116794	https://en.wikipedia.org/wiki/XBP1
10903	Q18032389	XPA	7507	Q21112332	https://en.wikipedia.org/wiki/XPA
10904	Q18032389	XPA	7507	Q21141533	https://en.wikipedia.org/wiki/XPA
10913	Q18032390	XPC	7508	Q21114096	https://en.wikipedia.org/wiki/XPC_(gene)
10916	Q18032391	XPNPEP1	7511	Q21124003	https://en.wikipedia.org/wiki/XPNPEP1
10920	Q18032392	XPNPEP2	7512	Q21123995	https://en.wikipedia.org/wiki/XPNPEP2
10923	Q18032393	XPO1	7514	Q21111675	https://en.wikipedia.org/wiki/XPO1
10924	Q18032393	XPO1	7514	Q21139565	https://en.wikipedia.org/wiki/XPO1
10933	Q18032394	XRCC2	7516	Q21124977	https://en.wikipedia.org/wiki/XRCC2
10936	Q18032395	XRCC3	7517	Q21134367	https://en.wikipedia.org/wiki/XRCC3
10942	Q18032396	XRCC4	7518	Q21112682	https://en.wikipedia.org/wiki/DNA_repair_protein_XRCC4
10943	Q18032396	XRCC4	7518	Q21141373	https://en.wikipedia.org/wiki/DNA_repair_protein_XRCC4
10944	Q18032396	XRCC4	7518	Q21142678	https://en.wikipedia.org/wiki/DNA_repair_protein_XRCC4
10961	Q18032397	XRCC5	7520	Q21116582	https://en.wikipedia.org/wiki/Ku80
10968	Q18032403	YES1	7525	Q21097216	https://en.wikipedia.org/wiki/YES1
10974	Q18032405	YY1	7528	Q21096253	https://en.wikipedia.org/wiki/YY1
10975	Q18032405	YY1	7528	Q21151821	https://en.wikipedia.org/wiki/YY1
10990	Q18032406	YWHAB	7529	Q21109244	https://en.wikipedia.org/wiki/YWHAB
10991	Q18032406	YWHAB	7529	Q21149784	https://en.wikipedia.org/wiki/YWHAB
11000	Q18032407	YWHAE	7531	Q21109282	https://en.wikipedia.org/wiki/YWHAE
11001	Q18032407	YWHAE	7531	Q21149381	https://en.wikipedia.org/wiki/YWHAE
11008	Q18032410	YWHAZ	7534	Q21131016	https://en.wikipedia.org/wiki/YWHAZ
11009	Q18032410	YWHAZ	7534	Q21143201	https://en.wikipedia.org/wiki/YWHAZ
11014	Q18030808	PRM2	5620	Q21119757	https://en.wikipedia.org/wiki/PRM2
11016	Q18030809	PSPN	5623	Q7170099	https://en.wikipedia.org/wiki/Persephin
11019	Q18030813	PROX1	5629	Q21114237	https://en.wikipedia.org/wiki/PROX1
11024	Q18030816	PRPSAP1	5635	Q21119241	https://en.wikipedia.org/wiki/PRPSAP1
11029	Q18030817	PRPSAP2	5636	Q21119237	https://en.wikipedia.org/wiki/PRPSAP2
11030	Q18030817	PRPSAP2	5636	Q21145430	https://en.wikipedia.org/wiki/PRPSAP2
11036	Q18030821	LGMN	5641	Q22680135	https://en.wikipedia.org/wiki/LGMN
11041	Q18030823	PRSS1	5644	Q21125499	https://en.wikipedia.org/wiki/Trypsin_1
11044	Q18030824	PRSS2	5645	Q21125501	https://en.wikipedia.org/wiki/PRSS2
11049	Q18030825	PRSS3	5646	Q21125508	https://en.wikipedia.org/wiki/PRSS3
11050	Q18030825	PRSS3	5646	Q21149819	https://en.wikipedia.org/wiki/PRSS3
11057	Q18030826	KLK7	5650	Q21121516	https://en.wikipedia.org/wiki/KLK7
11058	Q18030826	KLK7	5650	Q21149404	https://en.wikipedia.org/wiki/KLK7
11065	Q18030828	PRSS8	5652	Q21133527	https://en.wikipedia.org/wiki/PRSS8
11066	Q18030828	PRSS8	5652	Q21149871	https://en.wikipedia.org/wiki/PRSS8
11072	Q18030829	KLK6	5653	Q21121530	https://en.wikipedia.org/wiki/KLK6
11075	Q18030830	HTRA1	5654	Q21103357	https://en.wikipedia.org/wiki/HTRA1
11079	Q18030831	KLK10	5655	Q6332764	https://en.wikipedia.org/wiki/KLK10
11080	Q18030831	KLK10	5655	Q21150860	https://en.wikipedia.org/wiki/KLK10
11088	Q18030834	PSEN2	5664	Q21108557	https://en.wikipedia.org/wiki/PSEN2
11089	Q18030834	PSEN2	5664	Q21146236	https://en.wikipedia.org/wiki/PSEN2
11090	Q18030834	PSEN2	5664	Q21149514	https://en.wikipedia.org/wiki/PSEN2
11109	Q18030837	PSG2	5670	Q21123791	https://en.wikipedia.org/wiki/PSG2
11113	Q18030838	PSG3	5671	Q21123798	https://en.wikipedia.org/wiki/PSG3
11116	Q18032253	UBE2B	7320	Q21135165	https://en.wikipedia.org/wiki/UBE2B
11119	Q18032256	UBE2D3	7323	Q21112096	https://en.wikipedia.org/wiki/UBE2D3
11127	Q18032257	UBE2E1	7324	Q21131180	https://en.wikipedia.org/wiki/UBE2E1
11128	Q18032257	UBE2E1	7324	Q21138576	https://en.wikipedia.org/wiki/UBE2E1
11129	Q18032257	UBE2E1	7324	Q21150710	https://en.wikipedia.org/wiki/UBE2E1
11138	Q18032258	UBE2E2	7325	Q21105280	https://en.wikipedia.org/wiki/UBE2E2
11143	Q18032259	UBE2G1	7326	Q21135853	https://en.wikipedia.org/wiki/UBE2G1
11148	Q18032260	UBE2G2	7327	Q21112620	https://en.wikipedia.org/wiki/UBE2G2
11151	Q18032261	UBE2H	7328	Q21107953	https://en.wikipedia.org/wiki/UBE2H
11152	Q18032261	UBE2H	7328	Q21115563	https://en.wikipedia.org/wiki/UBE2H
11153	Q18032261	UBE2H	7328	Q21143172	https://en.wikipedia.org/wiki/UBE2H
11161	Q18032262	UBE2I	7329	Q21130684	https://en.wikipedia.org/wiki/UBE2I
11165	Q18032264	UBE2L3	7332	Q21130015	https://en.wikipedia.org/wiki/UBE2L3
11166	Q18032264	UBE2L3	7332	Q21141721	https://en.wikipedia.org/wiki/UBE2L3
11171	Q18032266	UBE2N	7334	Q21131847	https://en.wikipedia.org/wiki/UBE2N
11175	Q18032267	UBE2V1	7335	Q21172781	https://en.wikipedia.org/wiki/UBE2V1
11179	Q18032268	UBE2V2	7336	Q21158669	https://en.wikipedia.org/wiki/UBE2V2
11183	Q18032271	UBP1	7342	Q21134242	https://en.wikipedia.org/wiki/UBP1
11189	Q18032272	UBTF	7343	Q21120879	https://en.wikipedia.org/wiki/UBTF
11196	Q18032273	UCHL3	7347	Q21126400	https://en.wikipedia.org/wiki/UCHL3
11200	Q18032275	UCP2	7351	Q21120688	https://en.wikipedia.org/wiki/UCP2
11201	Q18032275	UCP2	7351	Q21139365	https://en.wikipedia.org/wiki/UCP2
11207	Q18032277	UFD1	7353	Q21123565	https://en.wikipedia.org/wiki/UFD1L
11211	Q18032278	SLC35A2	7355	Q21121253	https://en.wikipedia.org/wiki/UDP-galactose_translocator
11217	Q18030839	PSG4	5672	Q21123793	https://en.wikipedia.org/wiki/PSG4
11218	Q18030839	PSG4	5672	Q21136980	https://en.wikipedia.org/wiki/PSG4
11219	Q18030839	PSG4	5672	Q21139883	https://en.wikipedia.org/wiki/PSG4
11220	Q18030839	PSG4	5672	Q21150883	https://en.wikipedia.org/wiki/PSG4
11230	Q18030840	PSG5	5673	Q21123797	https://en.wikipedia.org/wiki/PSG5
11235	Q18030842	PSG6	5675	Q21123794	https://en.wikipedia.org/wiki/PSG6
11242	Q18030844	PSG9	5678	Q21123792	https://en.wikipedia.org/wiki/PSG9
11243	Q18030844	PSG9	5678	Q21141102	https://en.wikipedia.org/wiki/PSG9
11244	Q18030844	PSG9	5678	Q21149474	https://en.wikipedia.org/wiki/PSG9
11254	Q18030847	PSKH1	5681	Q21118348	https://en.wikipedia.org/wiki/PSKH1
11258	Q18030848	PSMA1	5682	Q21104752	https://en.wikipedia.org/wiki/Proteasome_(prosome,_macropain)_subunit,_alpha_1
11259	Q18030848	PSMA1	5682	Q21147323	https://en.wikipedia.org/wiki/Proteasome_(prosome,_macropain)_subunit,_alpha_1
11263	Q18030850	PSMA2	5683	Q21126857	https://en.wikipedia.org/wiki/PSMA2
11267	Q18030851	PSMA3	5684	Q21111454	https://en.wikipedia.org/wiki/PSMA3
11272	Q18030852	PSMA4	5685	Q21118932	https://en.wikipedia.org/wiki/PSMA4
11273	Q18030852	PSMA4	5685	Q21148594	https://en.wikipedia.org/wiki/PSMA4
11277	Q18030853	PSMA5	5686	Q21124965	https://en.wikipedia.org/wiki/PSMA5
11280	Q18030854	PSMA6	5687	Q21112900	https://en.wikipedia.org/wiki/PSMA6
11283	Q18030855	PSMA7	5688	Q21208034	https://en.wikipedia.org/wiki/PSMA7
11287	Q18030856	PSMB1	5689	Q21172182	https://en.wikipedia.org/wiki/PSMB1
11290	Q18030857	PSMB2	5690	Q21118582	https://en.wikipedia.org/wiki/PSMB2
11294	Q18030858	PSMB3	5691	Q21122023	https://en.wikipedia.org/wiki/PSMB3
11298	Q18030859	PSMB4	5692	Q21107489	https://en.wikipedia.org/wiki/PSMB4
11302	Q18030860	PSMB5	5693	Q21120458	https://en.wikipedia.org/wiki/PSMB5
11305	Q18030862	PSMB6	5694	Q21124345	https://en.wikipedia.org/wiki/PSMB6
11309	Q18030863	PSMB7	5695	Q21122024	https://en.wikipedia.org/wiki/PSMB7
11310	Q18030863	PSMB7	5695	Q21151203	https://en.wikipedia.org/wiki/PSMB7
11313	Q18030864	PSMB8	5696	Q21119744	https://en.wikipedia.org/wiki/PSMB8
11314	Q5427450	FZD9	8326	Q21115915	https://en.wikipedia.org/wiki/FZD9
11323	Q5446444	FGA	2243	Q21151082	https://en.wikipedia.org/wiki/Fibrinogen_alpha_chain
11326	Q5446445	FGB	2244	Q21137060	https://en.wikipedia.org/wiki/Fibrinogen_beta_chain
11328	Q5446458	FGFR4	2264	Q21137668	https://en.wikipedia.org/wiki/Fibroblast_growth_factor_receptor_4
11335	Q5457450	FEN1	2237	Q21154944	https://en.wikipedia.org/wiki/Flap_structure-specific_endonuclease_1
11342	Q5458077	FMO1	2326	Q21101459	https://en.wikipedia.org/wiki/Flavin_containing_monooxygenase_1
11346	Q5469818	FOXL2	668	Q21132060	https://en.wikipedia.org/wiki/FOXL2
11350	Q5469819	FOXC1	2296	Q21116910	https://en.wikipedia.org/wiki/Forkhead_box_C1
11353	Q5470358	FPR2	2358	Q21107443	https://en.wikipedia.org/wiki/Formyl_peptide_receptor_2
11354	Q5470358	FPR2	2358	Q21141669	https://en.wikipedia.org/wiki/Formyl_peptide_receptor_2
11362	Q5470359	FPR3	2359	Q21107441	https://en.wikipedia.org/wiki/Formyl_peptide_receptor_3
11368	Q5513945	GNB5	10681	Q21114553	https://en.wikipedia.org/wiki/GNB5
11369	Q5513945	GNB5	10681	Q21137186	https://en.wikipedia.org/wiki/GNB5
11377	Q5514164	GPD1L	23171	Q21103204	https://en.wikipedia.org/wiki/GPD1L
11383	Q5514181	GPM6A	2823	Q21108676	https://en.wikipedia.org/wiki/GPM6A
11384	Q5514181	GPM6A	2823	Q21139208	https://en.wikipedia.org/wiki/GPM6A
11393	Q5514207	ADGRA2	25960	Q21431183	https://en.wikipedia.org/wiki/GPR124
11398	Q5514306	GPRC5D	55507	Q21103211	https://en.wikipedia.org/wiki/GPRC5D
11404	Q5572626	GLTP	51228	Q21201568	https://en.wikipedia.org/wiki/GLTP
11408	Q5573601	GPC4	2239	Q21103178	https://en.wikipedia.org/wiki/Glypican_4
11412	Q5573603	GPC5	2262	Q21103197	https://en.wikipedia.org/wiki/Glypican_5
11414	Q18032279	UGCG	7357	Q21150349	https://en.wikipedia.org/wiki/UGCG
11415	Q18032279	UGCG	7357	Q22678664	https://en.wikipedia.org/wiki/UGCG
11418	Q18032282	UGT2B4	7363	Q21123544	https://en.wikipedia.org/wiki/UGT2B4
11419	Q18032282	UGT2B4	7363	Q21142296	https://en.wikipedia.org/wiki/UGT2B4
11423	Q18032283	UGT2B10	7365	Q21134246	https://en.wikipedia.org/wiki/UGT2B10
11425	Q18032284	UGT2B15	7366	Q21123556	https://en.wikipedia.org/wiki/UGT2B15
11427	Q18032285	UGT2B17	7367	Q21123540	https://en.wikipedia.org/wiki/UGT2B17
11430	Q18032287	UGT8	7368	Q22676656	https://en.wikipedia.org/wiki/UGT8
11434	Q18032288	UCK2	7371	Q21159900	https://en.wikipedia.org/wiki/UCK2
11437	Q18032291	USP4	7375	Q21172766	https://en.wikipedia.org/wiki/USP4
11444	Q18032292	NR1H2	7376	Q21115219	https://en.wikipedia.org/wiki/Liver_X_receptor_beta
11445	Q18032292	NR1H2	7376	Q21119417	https://en.wikipedia.org/wiki/Liver_X_receptor_beta
11446	Q18032292	NR1H2	7376	Q21150649	https://en.wikipedia.org/wiki/Liver_X_receptor_beta
11454	Q18032293	UPP1	7378	Q21139575	https://en.wikipedia.org/wiki/UPP1
11458	Q18032295	UPK3A	7380	Q21126350	https://en.wikipedia.org/wiki/UPK3A
11462	Q18032296	UQCRB	7381	Q21130851	https://en.wikipedia.org/wiki/UQCRB
11467	Q18032297	UQCRC1	7384	Q21126875	https://en.wikipedia.org/wiki/UQCRC1
11474	Q18032298	UQCRC2	7385	Q21102132	https://en.wikipedia.org/wiki/UQCRC2
11475	Q18032298	UQCRC2	7385	Q21137554	https://en.wikipedia.org/wiki/UQCRC2
11484	Q18032299	UQCRFS1	7386	Q21135175	https://en.wikipedia.org/wiki/UQCRFS1
11488	Q18032301	UQCRH	7388	Q21131119	https://en.wikipedia.org/wiki/UQCRH
11492	Q18032304	USF1	7391	Q21107401	https://en.wikipedia.org/wiki/USF1
11499	Q18032305	USF2	7392	Q21130947	https://en.wikipedia.org/wiki/USF2
11500	Q18032305	USF2	7392	Q21139178	https://en.wikipedia.org/wiki/USF2
11507	Q18032307	USP1	7398	Q21137843	https://en.wikipedia.org/wiki/USP1
11508	Q18032307	USP1	7398	Q21174972	https://en.wikipedia.org/wiki/USP1
11515	Q18031822	TAF4B	6875	Q21122843	https://en.wikipedia.org/wiki/TAF4B
11524	Q18031823	TAGLN	6876	Q21151034	https://en.wikipedia.org/wiki/Transgelin
11525	Q18031823	TAGLN	6876	Q21172612	https://en.wikipedia.org/wiki/Transgelin
11535	Q18031825	TAF5	6877	Q21122836	https://en.wikipedia.org/wiki/TAF5
11540	Q18031826	TAF6	6878	Q21122835	https://en.wikipedia.org/wiki/TAF6
11541	Q18031826	TAF6	6878	Q21140579	https://en.wikipedia.org/wiki/TAF6
11548	Q18031828	TAF7	6879	Q21122838	https://en.wikipedia.org/wiki/TAF7
11553	Q18031829	TAF9	6880	Q21137005	https://en.wikipedia.org/wiki/TAF9
11554	Q18031829	TAF9	6880	Q21201605	https://en.wikipedia.org/wiki/TAF9
11559	Q18031830	TAF10	6881	Q21132130	https://en.wikipedia.org/wiki/TAF10
11564	Q18031831	TAF11	6882	Q21111545	https://en.wikipedia.org/wiki/TAF11
11570	Q18031832	TAF12	6883	Q21125293	https://en.wikipedia.org/wiki/TAF12
11576	Q18031833	TAF13	6884	Q21108974	https://en.wikipedia.org/wiki/TAF13
11581	Q18031834	MAP3K7	6885	Q21157667	https://en.wikipedia.org/wiki/MAP3K7
11586	Q18031835	TAL2	6887	Q21121476	https://en.wikipedia.org/wiki/TAL2
11591	Q18031836	TALDO1	6888	Q22676696	https://en.wikipedia.org/wiki/Transaldolase_1
11594	Q18031838	TAP1	6890	Q21106702	https://en.wikipedia.org/wiki/TAP1
11597	Q18031839	TAP2	6891	Q21106706	https://en.wikipedia.org/wiki/TAP2
11602	Q18031842	TARBP2	6895	Q21111253	https://en.wikipedia.org/wiki/TARBP2
11606	Q18032308	USH2A	7399	Q21136556	https://en.wikipedia.org/wiki/USH2A
11615	Q18032309	CLRN1	7401	Q21102417	https://en.wikipedia.org/wiki/CLRN1
11616	Q18032309	CLRN1	7401	Q21143552	https://en.wikipedia.org/wiki/CLRN1
11627	Q18032310	KDM6A	7403	Q21114786	https://en.wikipedia.org/wiki/UTX_(gene)
11639	Q18032311	UTY	7404	Q21132679	https://en.wikipedia.org/wiki/UTY_(gene)
11640	Q18032311	UTY	7404	Q21139290	https://en.wikipedia.org/wiki/UTY_(gene)
11641	Q18032311	UTY	7404	Q21140359	https://en.wikipedia.org/wiki/UTY_(gene)
11642	Q18032311	UTY	7404	Q21140711	https://en.wikipedia.org/wiki/UTY_(gene)
11643	Q18032311	UTY	7404	Q21143236	https://en.wikipedia.org/wiki/UTY_(gene)
11644	Q18032311	UTY	7404	Q21144741	https://en.wikipedia.org/wiki/UTY_(gene)
11645	Q18032311	UTY	7404	Q21147779	https://en.wikipedia.org/wiki/UTY_(gene)
11646	Q18032311	UTY	7404	Q21148418	https://en.wikipedia.org/wiki/UTY_(gene)
11647	Q18032311	UTY	7404	Q21148426	https://en.wikipedia.org/wiki/UTY_(gene)
11661	Q18032312	UVRAG	7405	Q21105452	https://en.wikipedia.org/wiki/UVRAG
11662	Q18032312	UVRAG	7405	Q21149045	https://en.wikipedia.org/wiki/UVRAG
11669	Q18032313	VARS1	7407	Q21111786	https://en.wikipedia.org/wiki/VARS
11670	Q18032313	VARS1	7407	Q21117612	https://en.wikipedia.org/wiki/VARS
11671	Q18032313	VARS1	7407	Q21143004	https://en.wikipedia.org/wiki/VARS
11676	Q18032315	VAV1	7409	Q21111121	https://en.wikipedia.org/wiki/VAV1
11681	Q18032316	VAV2	7410	Q21111124	https://en.wikipedia.org/wiki/VAV2
11687	Q18032318	VCP	7415	Q21109279	https://en.wikipedia.org/wiki/Valosin-containing_protein
11688	Q18032318	VCP	7415	Q21117722	https://en.wikipedia.org/wiki/Valosin-containing_protein
11693	Q18032319	VDAC1	7416	Q21133152	https://en.wikipedia.org/wiki/VDAC1
11697	Q18032320	VDAC2	7417	Q21130626	https://en.wikipedia.org/wiki/VDAC2
11698	Q18032320	VDAC2	7417	Q21149713	https://en.wikipedia.org/wiki/VDAC2
11703	Q18032322	VDAC3	7419	Q21135897	https://en.wikipedia.org/wiki/VDAC3
11704	Q18032322	VDAC3	7419	Q21141966	https://en.wikipedia.org/wiki/VDAC3
11712	Q424232	ALB	213	Q11721976	https://en.wikipedia.org/wiki/Serum_albumin
11713	Q424232	ALB	213	Q21141183	https://en.wikipedia.org/wiki/Serum_albumin
11726	Q795054	APBB1	322	Q21150703	https://en.wikipedia.org/wiki/APBB1
11727	Q795054	APBB1	322	Q21172662	https://en.wikipedia.org/wiki/APBB1
11735	Q795138	APBB1IP	54518	Q21113653	https://en.wikipedia.org/wiki/APBB1IP
11740	Q978639	CHN1	1123	Q21100737	https://en.wikipedia.org/wiki/Chimerin_1
11741	Q978639	CHN1	1123	Q21138574	https://en.wikipedia.org/wiki/Chimerin_1
11758	Q1022703	ZMPSTE24	10269	Q21101211	https://en.wikipedia.org/wiki/ZMPSTE24
11762	Q1145906	HADHA	3030	Q21113220	https://en.wikipedia.org/wiki/HADHA
11774	Q1161264	ETFDH	2110	Q21112373	https://en.wikipedia.org/wiki/ETFDH
11775	Q1161264	ETFDH	2110	Q21151154	https://en.wikipedia.org/wiki/ETFDH
11783	Q1181014	DNM1	1759	Q21201076	https://en.wikipedia.org/wiki/DNM1
11787	Q1521230	OR2T34	127068	Q21120279	https://en.wikipedia.org/wiki/OR2T34
11792	Q1521496	OR5AU1	390445	Q21121007	https://en.wikipedia.org/wiki/OR5AU1
11796	Q1521661	OR4C16	219428	Q21120354	https://en.wikipedia.org/wiki/OR4C16
11801	Q1521757	OR4A16	81327	Q21120289	https://en.wikipedia.org/wiki/OR4A16
11806	Q18030865	PSMB9	5698	Q21113342	https://en.wikipedia.org/wiki/PSMB9
11807	Q18030865	PSMB9	5698	Q21137210	https://en.wikipedia.org/wiki/PSMB9
11810	Q18030866	PSMB10	5699	Q21113927	https://en.wikipedia.org/wiki/PSMB10
11812	Q18030868	PSMC1	5700	Q21114801	https://en.wikipedia.org/wiki/PSMC1
11815	Q18030869	PSMC2	5701	Q21121172	https://en.wikipedia.org/wiki/PSMC2
11818	Q18030870	PSMC3	5702	Q21112606	https://en.wikipedia.org/wiki/PSMC3
11819	Q18030870	PSMC3	5702	Q21140602	https://en.wikipedia.org/wiki/PSMC3
11824	Q18030872	PSMC4	5704	Q21121173	https://en.wikipedia.org/wiki/PSMC4
11828	Q18030873	PSMC5	5705	Q21105835	https://en.wikipedia.org/wiki/PSMC5
11831	Q18030874	PSMC6	5706	Q21116982	https://en.wikipedia.org/wiki/PSMC6
11832	Q18030874	PSMC6	5706	Q21149770	https://en.wikipedia.org/wiki/PSMC6
11837	Q18030875	PSMD1	5707	Q21174069	https://en.wikipedia.org/wiki/PSMD1
11840	Q18030876	PSMD2	5708	Q21115445	https://en.wikipedia.org/wiki/PSMD2
11843	Q18030877	PSMD3	5709	Q21114081	https://en.wikipedia.org/wiki/PSMD3
11847	Q18030878	PSMD4	5710	Q21111228	https://en.wikipedia.org/wiki/PSMD4
11850	Q18030879	PSMD5	5711	Q21121174	https://en.wikipedia.org/wiki/PSMD5
11854	Q18030880	PSMD7	5713	Q21126862	https://en.wikipedia.org/wiki/PSMD7
11857	Q18030881	PSMD8	5714	Q21121178	https://en.wikipedia.org/wiki/PSMD8
11860	Q18030882	PSMD9	5715	Q21100313	https://en.wikipedia.org/wiki/PSMD9
11864	Q18030884	PSMD10	5716	Q21107941	https://en.wikipedia.org/wiki/PSMD10
11869	Q18030885	PSMD11	5717	Q21111364	https://en.wikipedia.org/wiki/PSMD11
11870	Q18030885	PSMD11	5717	Q21147895	https://en.wikipedia.org/wiki/PSMD11
11875	Q18030886	PSMD12	5718	Q21126861	https://en.wikipedia.org/wiki/PSMD12
11878	Q18030887	PSMD13	5719	Q21120071	https://en.wikipedia.org/wiki/PSMD13
11879	Q18030887	PSMD13	5719	Q21149676	https://en.wikipedia.org/wiki/PSMD13
11886	Q18030889	PSME1	5720	Q21121179	https://en.wikipedia.org/wiki/PSME1
11891	Q18030890	PSME2	5721	Q21121183	https://en.wikipedia.org/wiki/PSME2
11897	Q18030892	PSPH	5723	Q21137230	https://en.wikipedia.org/wiki/PSPH
11898	Q18030892	PSPH	5723	Q22677264	https://en.wikipedia.org/wiki/PSPH
11906	Q1521828	OR10G3	26533	Q21133401	https://en.wikipedia.org/wiki/OR10G3
11911	Q1522687	OR10H1	26539	Q21120253	https://en.wikipedia.org/wiki/OR10H1
11915	Q1632039	AMT	275	Q21110356	https://en.wikipedia.org/wiki/Aminomethyltransferase
11925	Q1738190	KEL	3792	Q21137007	https://en.wikipedia.org/wiki/Kell_antigen_system
11936	Q2035393	DRD1	1812	Q21110867	https://en.wikipedia.org/wiki/Dopamine_receptor_D1
11947	Q2338184	DRD5	1816	Q21131500	https://en.wikipedia.org/wiki/Dopamine_receptor_D5
11954	Q2338200	DRD3	1814	Q21110872	https://en.wikipedia.org/wiki/ETM1
11956	Q2738985	PRLR	5618	Q21137665	https://en.wikipedia.org/wiki/Prolactin_receptor
11957	Q2738985	PRLR	5618	Q22675913	https://en.wikipedia.org/wiki/Prolactin_receptor
11971	Q2745322	STK11	6794	Q21109306	https://en.wikipedia.org/wiki/STK11
11979	Q2839444	AMBP	259	Q21111341	https://en.wikipedia.org/wiki/Alpha-1-microglobulin/bikunin_precursor
11984	Q2989028	ALDH3A2	224	Q21097156	https://en.wikipedia.org/wiki/Long-chain-aldehyde_dehydrogenase
11985	Q2989028	ALDH3A2	224	Q21144117	https://en.wikipedia.org/wiki/Long-chain-aldehyde_dehydrogenase
11997	Q3011468	DSG1	1828	Q21108545	https://en.wikipedia.org/wiki/Desmoglein-1
12005	Q3011469	DSG3	1830	Q21108544	https://en.wikipedia.org/wiki/Desmoglein-3
12012	Q3063037	FBXL5	26234	Q21101381	https://en.wikipedia.org/wiki/FBXL5
12013	Q3063037	FBXL5	26234	Q21138406	https://en.wikipedia.org/wiki/FBXL5
12028	Q3063865	ADORA2A	135	Q21116162	https://en.wikipedia.org/wiki/Adenosine_A2A_receptor
12029	Q3063865	ADORA2A	135	Q21137489	https://en.wikipedia.org/wiki/Adenosine_A2A_receptor
12030	Q3063865	ADORA2A	135	Q21149601	https://en.wikipedia.org/wiki/Adenosine_A2A_receptor
12057	Q3117355	NEB	4703	Q21139641	https://en.wikipedia.org/wiki/Nebulin
12058	Q3117355	NEB	4703	Q22679952	https://en.wikipedia.org/wiki/Nebulin
12083	Q3143120	RPAIN	84268	Q21125075	https://en.wikipedia.org/wiki/RPAIN
12090	Q3195074	GCDH	2639	Q21132242	https://en.wikipedia.org/wiki/Glutaryl-CoA_dehydrogenase
12091	Q3195074	GCDH	2639	Q21141655	https://en.wikipedia.org/wiki/Glutaryl-CoA_dehydrogenase
12105	Q3307805	MFGE8	4240	Q21133717	https://en.wikipedia.org/wiki/MFGE8
12108	Q18032325	VEGFB	7423	Q15997256	https://en.wikipedia.org/wiki/Vascular_endothelial_growth_factor_B
12110	Q18032328	VIL1	7429	Q21125862	https://en.wikipedia.org/wiki/Villin_1
12114	Q18032329	EZR	7430	Q22679669	https://en.wikipedia.org/wiki/Ezrin
12126	Q18032330	VIPR1	7433	Q21135903	https://en.wikipedia.org/wiki/VIPR1
12127	Q18032330	VIPR1	7433	Q21137572	https://en.wikipedia.org/wiki/VIPR1
12138	Q18032331	VIPR2	7434	Q21135904	https://en.wikipedia.org/wiki/VIPR2
12145	Q18032334	BEST1	7439	Q21112809	https://en.wikipedia.org/wiki/Bestrophin_1
12149	Q18032335	VPREB1	7441	Q21122928	https://en.wikipedia.org/wiki/VPREB1
12153	Q18032336	VRK1	7443	Q21116835	https://en.wikipedia.org/wiki/VRK1
12156	Q18032337	VRK2	7444	Q21114346	https://en.wikipedia.org/wiki/VRK2
12159	Q18032340	VSNL1	7447	Q21110055	https://en.wikipedia.org/wiki/Visinin-like_protein_1
12160	Q18032340	VSNL1	7447	Q21150410	https://en.wikipedia.org/wiki/Visinin-like_protein_1
12163	Q18032344	ZAN	7455	Q21136537	https://en.wikipedia.org/wiki/Zonadhesin
12167	Q18032345	WIPF1	7456	Q21117731	https://en.wikipedia.org/wiki/WIPF1
12170	Q18032347	EIF4H	7458	Q21173265	https://en.wikipedia.org/wiki/EIF4H
12178	Q18032349	CLIP2	7461	Q21109842	https://en.wikipedia.org/wiki/CLIP2
12179	Q18032349	CLIP2	7461	Q21117900	https://en.wikipedia.org/wiki/CLIP2
12187	Q18032350	LAT2	7462	Q21123170	https://en.wikipedia.org/wiki/LAT2
12193	Q18032351	CORO2A	7464	Q21117285	https://en.wikipedia.org/wiki/CORO2A
12198	Q18032352	WEE1	7465	Q7979263	https://en.wikipedia.org/wiki/Wee1-like_protein_kinase
12199	Q18032352	WEE1	7465	Q21147768	https://en.wikipedia.org/wiki/Wee1-like_protein_kinase
12205	Q18032353	WFS1	7466	Q21136669	https://en.wikipedia.org/wiki/WFS1
12208	Q18030893	PTBP1	5725	Q21117603	https://en.wikipedia.org/wiki/PTBP1
12209	Q18030893	PTBP1	5725	Q21133777	https://en.wikipedia.org/wiki/PTBP1
12210	Q18030893	PTBP1	5725	Q21141851	https://en.wikipedia.org/wiki/PTBP1
12217	Q18030895	PTCH1	5727	Q21135193	https://en.wikipedia.org/wiki/PTCH1
12220	Q18030896	PTGER1	5731	Q21120420	https://en.wikipedia.org/wiki/Prostaglandin_EP1_receptor
12224	Q18030897	PTGER2	5732	Q21120424	https://en.wikipedia.org/wiki/Prostaglandin_EP2_receptor
12228	Q18030898	PTGER3	5733	Q21120423	https://en.wikipedia.org/wiki/Prostaglandin_EP3_receptor
